_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,rtable_Length_ft,rtable_Make_Model,rtable_seller,rtable_location,rtable_year
983961,2673,1624,24,Ebbtide.2400 SS Fun Cruiser O/B,Portside Yacht Sales,"Tarpon Springs, Florida",2009,24,Ebbtide 2400 SS Fun Cruiser O/B,"Portside Yacht Sales & Service
   ","Tarpon Springs, FL",2009
986776,2679,1643,24,Formula.240 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2015,24,Formula 240 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2015
986790,2679,1657,24,Formula.240 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2015,24,Formula 240 Bowrider,"Boats of Dallas
   ","St. Augustine, FL",2015
987232,2680,1633,24,Formula.240 Bow Rider,Formula Boats of Missouri,"Osage Beach, Missouri",2016,24,Formula 240 Bow Rider,"Formula Boats of Missouri
   ","Osage Beach, MO",2016
987700,2681,1635,24,Formula.240 Bowrider,Chicago Yacht Works,United States,2016,24,Formula 240 Bowrider,"Chicago Yacht Works
   ",United States,2016
987713,2681,1648,24,Formula.240 Bowrider,Chicago Yacht Works,United States,2016,24,Formula 240 Bowrider,"Gulf Coast Boat Sales & Yacht Management
   ","FL, United States",2016
987782,2681,1717,24,Formula.240 Bowrider,Chicago Yacht Works,United States,2016,24,Regal 2300 RX Bowrider,"CenterPointe Yacht Sales
   ",United States,2016
988180,2682,1649,24,Formula.240 Bowrider,Lakeside Formula,St. Clair Shores,2017,24,Formula 240 Bowrider,"Lakeside Formula
   ","St. Clair Shores, United States",2017
989097,2684,1634,24,Formula.240 Bowrider,The Nautic Group,"Kemah, Texas",2017,24,Formula 240 Bowrider,"The Nautic Group
   ","Kemah, TX",2017
991444,2689,1651,24,Formula.240 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2008,24,Formula 240 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2008
992834,2692,1643,24,Formula.240 Bowrider,Boats of Dallas,"St. Augustine, Florida",2015,24,Formula 240 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2015
992848,2692,1657,24,Formula.240 Bowrider,Boats of Dallas,"St. Augustine, Florida",2015,24,Formula 240 Bowrider,"Boats of Dallas
   ","St. Augustine, FL",2015
993315,2693,1658,24,Four Winns.240 Horizon,Boat Brokers LKN,United States,2006,24,Four Winns 240 Horizon,"Boat Brokers LKN
   ",United States,2006
993775,2694,1652,24,Formula.240 Bowrider,Marine Concepts Yacht Sales,"Norfolk, Virginia",2006,24,Formula 240 Bowrider,"Marine Concepts Yacht Sales
   ","Norfolk, VA",2006
994700,2696,1645,24,Four Winns.240 Horizon,Tern Harbor Marina,"Hingham, Massachusetts",2006,24,Four Winns 240 Horizon,"Tern Harbor Marina LLC
   ","Hingham, MA",2006
998433,2704,1650,24,Formula.F-240 BR,Portside Yacht Sales,"Fort Lauderdale, Florida",2006,24,Formula F-240 BR,"Portside Yacht Sales & Service
   ","Fort Lauderdale, FL",2006
1000294,2708,1647,24,Four Winns.240 Horizon,WORLDWIDE YACHT SALES INC.,"Cape Coral, Florida",2007,24,Four Winns 240 Horizon,"WORLDWIDE YACHT SALES INC.
   ","Cape Coral, FL",2007
1002171,2712,1660,24,Four Winns.244 Funship,Fort Callahan Offshore & Offroad,"kingston, Oklahoma",2008,24,Four Winns 244 Funship,"Fort Callahan Offshore & Offroad
   ","kingston, OK",2008
1006372,2721,1667,24,Four Winns.240 Horizon,Knot 10 Yacht Sales,"Kent Island, Maryland",2002,24,Four Winns 240 Horizon,"Knot 10 Yacht Sales
   ","Kent Island, MD",2002
1007756,2724,1653,24,Four Winns.240 Horizon,New Jersey Outboards,"Bayville, New Jersey",2003,24,Four Winns Horizon 240,"New Jersey Outboards
   ","Bayville, NJ",2003
1011035,2731,1670,24,Four Winns.TS242,InterMarine,"Fort Lauderdale, Florida",2016,24,Four Winns TS242,"InterMarine
   ","Fort Lauderdale, FL",2016
1012419,2734,1656,24,Four Winns.H240,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2008,24,Four Winns H240,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2008
1012883,2735,1654,24,Four Winns.H240,Boat America,"St. Petersburg, Florida",2008,24,Four Winns H240,"Boat America
   ","St. Petersburg, FL",2008
1013820,2737,1659,24,Four Winns.H240,Sea Ray of Cincinnati,"Cincinnati, Ohio",2008,24,Four Winns H240,"Sea Ray of Cincinnati
   ","Cincinnati, OH",2008
1017562,2745,1673,24,Hurricane.2400 SUNDECK,Wye River Marine,"Kent Island, Maryland",2016,24,Hurricane 2400 SUNDECK,"Wye River Marine
   ","Kent Island, MD",2016
1017759,2745,1871,24,Hurricane.2400 SUNDECK,Wye River Marine,"Kent Island, Maryland",2016,24,Sea Ray SunDeck,"Long Island Marine Group
   ","Long Island , NY",2016
1020698,2752,1547,24,Hurricane.237 SUNDECK,ORANGE  BEACH  BOAT  SALES,"Orange Beach, Alabama",2012,24,Sea Ray 240 Sundeck,"Myrtle Beach Yacht Sales
   ","Myrtle Beach, SC",2012
1023638,2758,1691,24,Malibu.24 MXZ,"Marine Sales & Service, Inc.","Louisville, Kentucky",2014,24,Malibu 24 MXZ,"Marine Sales & Service
   ","LOUISVILLE, KY",2014
1024104,2759,1691,24,Malibu.24 MXZ,Marine Sales & Service,"LOUISVILLE, Kentucky",2014,24,Malibu 24 MXZ,"Marine Sales & Service
   ","LOUISVILLE, KY",2014
1025038,2761,1693,24,Malibu.24 MXZ,Marine Sales & Service,"Louisville, Kentucky",2013,24,Malibu 24 MXZ,"Marine Sales & Service
   ","Louisville, KY",2013
1025737,2762,1927,24,Yamaha Marine.24 FT 242 Limited S E-Series,Beacon Light Marina,"Middle River, Maryland",2016,24,Yamaha Marine 242 Limited S,"Beacon Light Marina
   ","Middle River, MD",2016
1025740,2762,1930,24,Yamaha Marine.24 FT 242 Limited S E-Series,Beacon Light Marina,"Middle River, Maryland",2016,24,Yamaha Marine 24 FT 242 Limited S E-Series,"Beacon Light Marina
   ","Middle River, MD",2016
1027135,2765,1927,24,Yamaha Marine.242 Limited S,Beacon Light Marina,"Middle River, Maryland",2016,24,Yamaha Marine 242 Limited S,"Beacon Light Marina
   ","Middle River, MD",2016
1027138,2765,1930,24,Yamaha Marine.242 Limited S,Beacon Light Marina,"Middle River, Maryland",2016,24,Yamaha Marine 24 FT 242 Limited S E-Series,"Beacon Light Marina
   ","Middle River, MD",2016
1027364,2766,1689,24,Malibu.Wakesetter 24 MXZ,Boulder Boats - Arizona,"Mesa, Arizona",2017,24,Malibu Wakesetter 24 MXZ,"Boulder Boats
   ","Mesa, AZ",2017
1031556,2775,1687,24,Mastercraft.X45 SS,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2008,24,Mastercraft X45 SS,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2008
1032018,2776,1683,24,Mastercraft.X-45 (JSS),Great Lakes Yacht Brokers,"Hiwassee, Virginia",2006,24,Mastercraft X-45 (JSS),"Great Lakes Yacht Brokers
   ","Hiwassee, VA",2006
1032482,2777,1681,24,Mastercraft.X-45 SS,Portside Yacht Sales,"Bradenton Beach, Florida",2011,24,Mastercraft X-45 SS,"Portside Yacht Sales & Service
   ","Bradenton Beach, FL",2011
1039025,2791,1700,24,Maxum.2300 SR,Harborside Yacht Sales,"Clinton, Connecticut",2001,24,Maxum 2300 SR,"Harborside Marina
   ","Clinton, CT",2001
1042282,2798,1695,24,Monterey.234FS Bowrider,Bond Boats Florida Yacht Brokers,"Sebastian, Florida",2010,24,Monterey 234FS Bowrider,"Bond Boats Florida Yacht Brokers
   ","Sebastian, FL",2010
1047873,2810,1694,24,Monterey.240 Explorer,MarineMax Wrightsville Beach,"Wilmington, North Carolina",2002,24,Monterey 240 Explorer,"MarineMax Inc.
   ","Wilmington, NC",2002
1053942,2823,1705,24,Monterey.263 EX Explorer,Nautical Ventures,"Dania Beach, Florida",2006,24,Monterey 263 EX Explorer,"Nautical Ventures
   ","Dania Beach, FL",2006
1054414,2824,1711,24,Monterey.248LS Montura Bowrider,Key Harbor Yacht Sales,"Waretown, New Jersey",2006,24,Monterey 248LS Montura Bowrider,"Key Harbor Yacht Sales
   ","Waretown, NJ",2006
1054878,2825,1709,24,Monterey.248LS Montura,Holmes & Owen Yacht Sales,"Jacksonville, Florida",2006,24,Monterey 248LS Montura,"Holmes & Owen Yacht Sales
   ","Jacksonville, FL",2006
1055345,2826,1710,24,Monterey.248 Ls,United Yacht Sales - New Jersey,"Stone Harbor, New Jersey",2004,24,Monterey 248 LS Bowrider,"United Yacht Sales
   ","Stone Harbor, NJ",2004
1056273,2828,1706,24,Monterey.248 Ls,Longshore Boats,"Charleston, South Carolina",2006,24,Monterey 248 LS,"Longshore Boats
   ","Charleston, SC",2006
1059692,2835,1864,24,Sea Ray.SDX 240,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Ship Bottom, NJ",2017
1060146,2836,1852,24,Sea Ray.SDX 240,MarineMax Brick,"Brick, New Jersey",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Brick, NJ",2017
1060628,2837,1868,24,Sea Ray.SDX 240,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Lake Ozark, MO",2017
1060629,2837,1869,24,Sea Ray.SDX 240,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2017
1062026,2840,1868,24,Sea Ray.SDX 240,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Lake Ozark, MO",2017
1062027,2840,1869,24,Sea Ray.SDX 240,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2017
1063327,2843,1770,24,Sea Ray.240 Sundeck,All Captains Yacht Sales,"St Petersburg, Florida",2008,24,Sea Ray 24 sundeck,"All Captains Yacht Sales
   ","St Petersburg, FL",2008
1065188,2847,1767,24,Sea Ray.220 Sundeck,Great Southern Yacht Company,"Destin, Florida",2005,24,Sea Ray 220 Sundeck,"Great Southern Yacht Company
   ","Destin, FL",2005
1066126,2849,1773,24,Sea Ray.24 Sundeck 115 Hours,Middle Sound Boatworks,"Wilmington, North Carolina",2008,24,Sea Ray 24 Sundeck 115 Hours,"Middle Sound Boatworks
   ","Wilmington, NC",2008
1066534,2850,1715,24,Pursuit.235 DC,Bosun Marine,"Inbound, Massachusetts",2017,24,Pursuit 235 DC,"Bosun Marine
   ","Inbound, MA",2017
1067050,2851,1765,24,Sea Ray.2001 24 Sundeck,Beacon Point Marine,"Greenwich, Connecticut",2001,24,Sea Ray 2001 24 Sundeck,"Beacon Point Marine
   ","Greenwich, CT",2001
1067612,2852,1862,24,Sea Ray.SDX 240,MarineMax Norwalk,"Norwalk, Connecticut",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Norwalk, CT",2017
1068088,2853,1872,24,Sea Ray.SDX 240 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017
1068557,2854,1875,24,Sea Ray.SDX 240 OB,MarineMax Clearwater,"Clearwater, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Clearwater, FL",2017
1069006,2855,1858,24,Sea Ray.SDX 240 OB,MarineMax Somers Point,"Somers Point, New Jersey",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Somers Point, NJ",2017
1069480,2856,1866,24,Sea Ray.SDX 240,MarineMax Miami,"Miami, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Miami, FL",2017
1069490,2856,1876,24,Sea Ray.SDX 240,MarineMax Miami,"Miami, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Miami, FL",2017
1069953,2857,1873,24,Sea Ray.SDX 240 OB,MarineMax Huntington,"Huntington, New York",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Huntington, NY",2017
1070411,2858,1865,24,Sea Ray.SDX 240,MarineMax Venice,"Venice, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Venice, FL",2017
1070875,2859,1863,24,Sea Ray.SDX 240,MarineMax Cumming,"Cumming, Georgia",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Cumming, GA",2017
1071337,2860,1859,24,Sea Ray.SDX 240,MarineMax Orlando,"Orlando, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Orlando, FL",2017
1071345,2860,1867,24,Sea Ray.SDX 240,MarineMax Orlando,"Orlando, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Orlando, FL",2017
1071803,2861,1859,24,Sea Ray.SDX 240,MarineMax Orlando,"Orlando, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Orlando, FL",2017
1071811,2861,1867,24,Sea Ray.SDX 240,MarineMax Orlando,"Orlando, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Orlando, FL",2017
1072260,2862,1850,24,Sea Ray.SDX 240,MarineMax Lake Conroe,"Montgomery, Texas",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Montgomery, TX",2017
1072742,2863,1866,24,Sea Ray.SDX 240 OB,MarineMax Miami,"Miami, Florida",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Miami, FL",2017
1072752,2863,1876,24,Sea Ray.SDX 240 OB,MarineMax Miami,"Miami, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Miami, FL",2017
1073203,2864,1861,24,Sea Ray.SDX 240,MarineMax Long Island,"Lindenhurst, New York",2017,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Lindenhurst, NY",2017
1073685,2865,1877,24,Sea Ray.SDX 240 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1074148,2866,1874,24,Sea Ray.SDX 240 OB,MarineMax Sarasota,"Sarasota, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Sarasota, FL",2017
1074620,2867,1880,24,Sea Ray.SDX 240 OB,MarineMax Cocoa,"Cocoa, Florida",2017,24,Sea Ray SDX 240 OB,"MarineMax Inc.
   ","Cocoa, FL",2017
1075511,2869,1838,24,Sea Ray.240 Sundeck Outboard,MarineMax Brick,"Brick, New Jersey",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Brick, NJ",2016
1075981,2870,1842,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1075986,2870,1848,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1076377,2871,1772,24,Sea Ray.240 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1076380,2871,1775,24,Sea Ray.240 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1076900,2872,1829,24,Sea Ray.240 Sundeck Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016
1077382,2873,1845,24,Sea Ray.240 Sundeck Outboard,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Ship Bottom, NJ",2016
1077775,2874,1772,24,Sea Ray.240 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1077778,2874,1775,24,Sea Ray.240 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1078243,2875,1774,24,Sea Ray.240 Sundeck,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2016
1078258,2875,1789,24,Sea Ray.240 Sundeck,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lake Ozark, MO",2016
1078777,2876,1842,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1078782,2876,1848,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1079185,2877,1784,24,Sea Ray.240 Sundeck,MarineMax Buford,"Buford, Georgia",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Buford, GA",2016
1079641,2878,1774,24,Sea Ray.240 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2016
1079656,2878,1789,24,Sea Ray.240 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lake Ozark, MO",2016
1080119,2879,1786,24,Sea Ray.240 Sundeck,MarineMax Port Clinton,"Port Clinton, Ohio",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Port Clinton, OH",2016
1081036,2881,1771,24,Sea Ray.240 Sundeck,MarineMax Rogers,"Rogers, Minnesota",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Rogers, MN",2016
1082050,2883,1854,24,Sea Ray.240 Sundeck Outboard,Hall Marine Group,United States,2017,24,Sea Ray 240 Sundeck Outboard,"Hall Marine Group
   ",United States,2017
1082456,2884,1793,24,Sea Ray.240 Sundeck Outboard,MarineMax Panama City,"Panama City Beach, Florida",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2016
1082509,2884,1847,24,Sea Ray.240 Sundeck Outboard,MarineMax Panama City,"Panama City Beach, Florida",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Panama City Beach, FL",2016
1082922,2885,1793,24,Sea Ray.240 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2016
1082975,2885,1847,24,Sea Ray.240 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Panama City Beach, FL",2016
1083451,2886,1857,24,Sea Ray.240 Sundeck Outboard,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Ft. Myers, FL",2016
1084303,2888,1776,24,Sea Ray.240 Sundeck,B & E Marine,"Michigan City, Indiana",2016,24,Sea Ray 240 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2016
1084826,2889,1833,24,Sea Ray.240 Sundeck,Sea Ray of Louisville,"Louisville, Kentucky",2016,24,Sea Ray 240 Sundeck,"Sea Ray of Cincinnati
   ","Louisville, KY",2016
1085307,2890,1849,24,Sea Ray.240 Sundeck Outboard,MarineMax Naples,"Naples, Florida",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Naples, FL",2016
1085713,2891,1788,24,Sea Ray.240 Sundeck,MarineMax Miami,"Miami, Florida",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Miami, FL",2016
1086178,2892,1787,24,Sea Ray.240 Sundeck,MarineMax Orlando,"Orlando, Florida",2016,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Orlando, FL",2016
1086696,2893,1839,24,Sea Ray.240 Sundeck Outboard,MarineMax Russo Hingham,"Hingham, Massachusetts",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Hingham, MA",2016
1087166,2894,1843,24,Sea Ray.240 Sundeck Outboard,MarineMax Russo Danvers,"Danvers, Massachusetts",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Danvers, MA",2016
1087633,2895,1844,24,Sea Ray.240 Sundeck Outboard,MarineMax Warwick,"Warwick, Rhode Island",2016,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Warwick, RI",2016
1088107,2896,1853,24,Sea Ray.240 Sundeck Outboard,Hall Marine Group,United States,2016,24,Sea Ray 240 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1088114,2896,1860,24,Sea Ray.240 Sundeck Outboard,Hall Marine Group,United States,2016,24,Sea Ray 240 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1088557,2897,1836,24,Sea Ray.240 Sundeck Outboard,Clarks Landing Yacht Sales - Shady Side,"Chester, Maryland",2016,24,Sea Ray 240 Sundeck Outboard,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Chester, MD",2016
1089039,2898,1853,24,Sea Ray.240 Sundeck Outboard,Hall Marine Group-Sea Ray of Greenville,United States,2016,24,Sea Ray 240 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1089046,2898,1860,24,Sea Ray.240 Sundeck Outboard,Hall Marine Group-Sea Ray of Greenville,United States,2016,24,Sea Ray 240 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1089436,2899,1783,24,Sea Ray.240 Sundeck,Clarks Landing Yacht Sales - Shady Side,"Shady Side, Maryland",2016,24,Sea Ray 240 Sundeck,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Shady Side, MD",2016
1089959,2900,1840,24,Sea Ray.240 Sundeck,Nunmaker Yachts,"Madisoville, Louisiana",2016,24,Sea Ray 240 Sundeck,"Nunmaker Yachts
   ","Madisoville, LA",2016
1090881,2902,1830,24,Sea Ray.240 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,24,Sea Ray 240 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015
1090883,2902,1832,24,Sea Ray.240 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,24,Sea Ray 240 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015
1091294,2903,1777,24,Sea Ray.240 Sundeck,Captain's Choice of Pickwick,"Pickwick Lake, TN, Mississippi",2015,24,Sea Ray 240 Sundeck,"Captain's Choice of Pickwick
   ","Pickwick Lake, TN, MS",2015
1091763,2904,1780,24,Sea Ray.240 Sundeck,InterMarine,"Riviera Beach, Florida",2014,24,Sea Ray 240 Sundeck,"InterMarine
   ","Riviera Beach, FL",2014
1092280,2905,1831,24,Sea Ray.240 Sundeck OB,MarineMax Brick,"Brick, New Jersey",2014,24,Sea Ray 240 Sundeck OB,"MarineMax Inc.
   ","Brick, NJ",2014
1092745,2906,1830,24,Sea Ray.240 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,24,Sea Ray 240 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015
1092747,2906,1832,24,Sea Ray.240 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,24,Sea Ray 240 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015
1093160,2907,1779,24,Sea Ray.240 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2015,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2015
1093231,2907,1851,24,Sea Ray.240 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2015,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2015
1093701,2908,1855,24,Sea Ray.240 Sundeck Outboard,Hyannis Marina,"Hyannis, Massachusetts",2016,24,Sea Ray 240 Sundeck Outboard,"Hyannis Marina
   ","Hyannis, MA",2016
1094103,2909,1790,24,Sea Ray.240 Sundeck,MarineMax Miami,"Miami, Florida",2013,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Miami, FL",2013
1094575,2910,1796,24,Sea Ray.240 Sundeck,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2013,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Wrightsville Beach, NC",2013
1095024,2911,1779,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2015,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2015
