index,used,power,price_US,year,class,hull_material,seller,Length_ft,location,make_model,
1829,yes,yes,Request Price,2017,Bowrider,Fiberglass,"East Coast Flightcraft, Inc-Meredith",26,"Meredith, New Hampshire",Cobalt.R5,
1830,yes,yes,137467,2016,Bowrider,Fiberglass,Singleton Marine at Lake Lanier,26,"Buford, Georgia",Cobalt.R5 WSS,
1831,yes,yes,137722,2016,Bowrider,Fiberglass,Singleton Marine at Hartwell Marina,26,"HARTWELL, Georgia",Cobalt.R5 WSS,
1832,yes,yes,137169,2016,Bowrider,Fiberglass,Singleton Marine Yacht Sales at Holiday Marina,26,"Buford, Georgia",Cobalt.R5,
1833,yes,yes,134044,2016,Bowrider,Fiberglass,Singleton Marine at Lake Lanier,26,"Buford, Georgia",Cobalt.R5,
1834,yes,yes,153321,2016,Bowrider,Fiberglass,"Hoffmaster's Marina, Inc",26,"Woodbridge, Virginia",Cobalt.R5 WSS Surf,
1835,yes,yes,137722,2016,Bowrider,Fiberglass,Singleton Marine at Blue Creek Marina,26,"Dadeville, Alabama",Cobalt.R5 WSS,
1836,yes,yes,118129,2016,Bowrider,Fiberglass,Singleton Marine at Lake Keowee,26,"SALEM, South Carolina",Cobalt.R5,
1837,yes,yes,117827,2016,Bowrider,Fiberglass,Singleton Marine at Lake Keowee,26,"Salem, South Carolina",Cobalt.R5,
1838,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Harbor On Table Rock Lake,26,"Branson, Missouri",Cobalt.R5 WSS Surf,
1839,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,26,,Cobalt.R5,
1840,yes,yes,Request Price,2016,Bowrider,Fiberglass,C & C Boat Works,26,"Crosslake, Minnesota",Cobalt.R5,
1841,yes,yes,Request Price,2016,Bowrider,Fiberglass,Beacon Marine LLC,26,"Sister Bay, Wisconsin",Cobalt.R5,
1842,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,26,,Cobalt.R5 WSS Surf,
1843,yes,yes,Request Price,2017,Bowrider,Fiberglass,East Coast Flightcraft Inc.-Middleton,26,"middleton, Massachusetts",Cobalt.R5,
1844,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,26,,Cobalt.R5 WSS,
1845,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Crownline Boats, Inc.",26,,Crownline.255 SS,
1846,yes,yes,Request Price,2016,Bowrider,Fiberglass,Marine Sales & Service,26,"Louisville, Kentucky",Crownline.255 SS,
1847,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Marine Sales & Service, Inc.",26,"Louisville, Kentucky",Crownline.255 SS,
1848,yes,yes,Request Price,2017,Bowrider,Fiberglass,"Stone Harbor Yacht Sales - Stone Harbor, NJ",26,"Stone Harbor, New Jersey",Crownline.255 SS,
1849,yes,yes,Request Price,2016,Bowrider,Fiberglass,GT Marine - Clearwater,26,"Clearwater, Florida",Crownline.255 SS,
1850,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Just Add Water Boats, Inc.",26,"Indianapolis, Indiana",Crownline.235 SS,
1851,yes,yes,Request Price,2016,Bowrider,Fiberglass,Strong's Marine,26,"Southampton, New York",Cobalt.R5 WSS Surf,
1852,yes,yes,57900,2013,Bowrider,Fiberglass,Hall Marine Group-Sea Ray of Charleston,26,United States,Crownline.255 SS,
1853,yes,yes,Request Price,2016,Bowrider,Fiberglass,San Ramon Boat Center Inc.,26,"Rocklin, California",Cobalt.R5,
1854,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hagadone Marine Group,26,"Coeur d'Alene, Idaho",Cobalt.R5,
1855,yes,yes,84900,2015,Bowrider,Fiberglass,"East Coast Flightcraft, Inc-Meredith",26,"Meredith, New Hampshire",Cobalt.R5,
1856,yes,yes,78900,2014,Bowrider,Fiberglass,East Coast Flightcraft Inc.-Middleton,26,"Middleton, Massachusetts",Cobalt.R5,
1857,yes,yes,78900,2014,Bowrider,Fiberglass,"East Coast Flightcraft, Inc-Meredith",26,"Meredith, New Hampshire",Cobalt.R5,
1858,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hagadone Marine Group,26,"Coeur d'Alene, Idaho",Cobalt.R5,
1859,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hagadone Marine Group,26,"Coeur d'Alene, Idaho",Cobalt.R5,
1860,yes,yes,Request Price,2016,Bowrider,Fiberglass,Tom George Yacht Group,26,"Dunedin, Florida",Cobalt.R5,
1861,yes,yes,42995,2015,Bowrider,Fiberglass,Tom's Toys Inc,26,"Port Clinton, Ohio",Bayliner.Element XR7,
1862,yes,yes,104995,2015,Bowrider,Fiberglass,Southtown Watersports,26,"Charlotte, North Carolina",Supra.SG450,
1863,yes,yes,Request Price,2016,Bowrider,Fiberglass,Bayliner by U.S. Marine,26,,Bayliner.Element XR7,
1864,yes,yes,53995,2015,Bowrider,Fiberglass,Tom's Toys Inc,26,"Port Clinton, Ohio",Bayliner.Element XR7,
1865,yes,yes,Request Price,2017,Bowrider,Fiberglass,Dry Dock Boat Sales & Marine Center of Las Vegas,26,"Las Vegas, Nevada",Bayliner.Element XR7,
1866,yes,yes,Request Price,2016,Bowrider,Fiberglass,Lynnhaven Marine,26,"Virginia Beach, Virginia",Bayliner.Element XR7,
1867,yes,yes,Request Price,2016,Bowrider,Fiberglass,Jacksonville Boat Sales,26,"Jacksonville Beach, Florida",Chaparral.257 S SX,
1868,yes,yes,15995,1996,Bowrider,Fiberglass,Riverwatch Marina,26,"Stuart, Florida",Sea Ray.260 Bow Rider,
1869,yes,yes,Request Price,2017,Bowrider,Fiberglass,Sunrise Marine,26,"Mary Esther, Florida",Chaparral.257 SSX,
1870,yes,yes,Request Price,2016,Bowrider,Fiberglass,Lake Norman Marina,26,"Sherrills Ford, North Carolina",Cobalt.A25,
1871,yes,yes,29900,2006,Bowrider,Fiberglass,Heartland Marine,26,"Sunrise Beach, Missouri",Four Winns.244 Funship,
1872,yes,yes,Request Price,2016,Bowrider,Fiberglass,Lake Norman Marina,26,"Sherrills Ford, North Carolina",Cobalt.A25,
1873,yes,yes,39997,2015,Bowrider,Fiberglass,Park Marine Boating Centers,26,"Gainesville, Georgia",Bayliner.Element XR7,
1874,yes,yes,39980,2007,Bowrider,Fiberglass,The Harbor On Table Rock Lake,26,"Branson, Missouri",Chaparral.256ssx,
1875,yes,yes,Request Price,2017,Bowrider,Fiberglass,Waterfront Marine-Maryland,26,"Edgewater, Maryland",Chaparral.257 SSX,
1876,yes,yes,Request Price,2016,Bowrider,Fiberglass,Lake Viking Marine,26,"Gallatin, Missouri",Cobalt.A25,
1877,yes,yes,Request Price,2017,Bowrider,Fiberglass,Tobler Marina,26,"Hayden, Idaho",Chaparral.257 SSX,
1878,yes,yes,25995,2001,Bowrider,Fiberglass,Boulder Boats - Arizona,26,"Mesa , Arizona",Chaparral.260 SSi,
1879,yes,yes,24995,2001,Bowrider,Fiberglass,"Select Boat Brokerage, LLC",26,"Morehead City, North Carolina",Chaparral.260 SSi,
1880,yes,yes,Request Price,2016,Bowrider,Fiberglass,Mattas Marine & RV,26,"Grand Junction, Colorado",Chaparral.257 SSX,
1881,yes,yes,Request Price,2015,Bowrider,Fiberglass,Strickland Marine Center,26,"Anderson, South Carolina",Chaparral.257 S SX SE,
1882,yes,yes,24995,2001,Bowrider,Fiberglass,Magnum Marine,26,"Hampstead, North Carolina",Chaparral.260 SSi,
1883,yes,yes,Request Price,2016,Bowrider,Fiberglass,A & S Boats,26,"South Windsor, Connecticut",Chaparral.257 SSX,
1884,yes,yes,Request Price,2016,Bowrider,Fiberglass,Anchor Marine,26,"Farmingdale, New Jersey",Chaparral.257 SSX,
1885,yes,yes,98488,2016,Bowrider,Fiberglass,Colorado Boat Center,26,"Johnstown, Colorado",Chaparral.257 SSX,
1886,yes,yes,Request Price,2016,Bowrider,Fiberglass,Strickland Marine Center,26,"Anderson, South Carolina",Chaparral.257 SSX,
1887,yes,yes,Request Price,2016,Bowrider,Fiberglass,Chaparral Boats,26,,Chaparral.257 SSX SE,
1888,yes,yes,77000,2016,Bowrider,Fiberglass,Fredricks Outdoor,26,"Priceville, Alabama",Chaparral.257 SSX,
1889,yes,yes,Request Price,2016,Bowrider,Fiberglass,Chaparral Boats,26,,Chaparral.257 SSX,
1890,yes,yes,Request Price,2017,Bowrider,Fiberglass,Tilly's Marine - Ventura,26,"Ventura, California",Chaparral.257 SSX,
1891,yes,yes,138079,2017,Bowrider,Fiberglass,Singleton Marine at Lake Lanier,26,"Buford, Georgia",Cobalt.A25,
1892,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,26,,Cobalt.A25,
1893,yes,yes,Request Price,2016,Bowrider,Fiberglass,Larson Boats,26,,Larson.LXi 258 IO,
1894,yes,yes,81288,2015,Bowrider,Fiberglass,Dredge Harbor Boat Center LLC.,26,"Delran, New Jersey",Larson.LXi 258 IO,
1895,yes,yes,37500,2008,Bowrider,Fiberglass,Canyon Lake Marina,26,"Canyon Lake, Texas",Four Winns.F244,
1896,yes,yes,22995,2005,Bowrider,Fiberglass,Boater's Paradise,26,"Cape Coral, Florida",Four Winns.234 Funship,
1897,yes,yes,47000,2006,Bowrider,Fiberglass,Southwind Marine LLC,26,"Milwaukee, Wisconsin",Doral.245 Sunquest,
1898,yes,yes,76500,2013,Bowrider,Fiberglass,C-Jam Yacht Sales,26,"Somers Point, New Jersey",Chaparral.257 SSX,
1899,yes,yes,99000,2016,Bowrider,Fiberglass,East Coast Flightcraft Inc.-Middleton,26,"Middleton, Massachusetts",Cobalt.A25,
1900,yes,yes,57900,2011,Bowrider,Fiberglass,Strong's Marine,26,"MATTITUCK, New York",Cobalt.A25,
1901,yes,yes,61680,2011,Bowrider,Fiberglass,Travis Marine,26,"Knoxville, Tennessee",Cobalt.A25,
1902,yes,yes,149162,2016,Bowrider,Fiberglass,Singleton Marine at Blue Creek Marina,26,"Dadeville, Alabama",Cobalt.A25,
1903,yes,yes,79900,2013,Bowrider,Fiberglass,Goodhue & Hawkins Navy Yard,26,"Wolfeboro, New Hampshire",Cobalt.A25,
1904,yes,yes,43900,2010,Bowrider,Fiberglass,Sutter's Canandaigua Marina Inc.,26,"Canandaigua, New York",Crownline.252 EX,
1905,yes,yes,99000,2016,Bowrider,Fiberglass,"East Coast Flightcraft, Inc-Meredith",26,"Meredith, New Hampshire",Cobalt.A25,
1906,yes,yes,Request Price,2017,Bowrider,Fiberglass,Fisherman's Boat Group,26,"Miami, Florida",Yamaha Marine.AR240,
1907,yes,yes,Request Price,2017,Bowrider,Fiberglass,Fisherman's Boat Group,26,"Miami, Florida",Yamaha Marine.242 Limited S E-Series,
1908,yes,yes,69995,2015,Bowrider,Composite,Boulder Boats,26,"Henderson, Nevada",Larson.LXi 258,
1909,yes,yes,Request Price,2017,Bowrider,Fiberglass,Sea Ray Boats Inc.,26,,Sea Ray.250 SLX,
1910,yes,yes,Request Price,2015,Bowrider,Aluminum,Lakeside Marina,25,"Oshkosh, Wisconsin",Avalon.LSZ REAR LOUNGER,
1911,yes,yes,55000,2007,Bowrider,Fiberglass,Beacon Point Marine,25,"Cos Cob, Connecticut",Cobalt.252,
1912,yes,yes,51999,2007,Bowrider,Fiberglass,Taylor's Boats,25,"Draper, Utah",Cobalt.252,
1913,yes,yes,Request Price,2016,Bowrider,Fiberglass,N3 Boatworks,25,"Indianapolis, Indiana",Nautique.G23,
1914,yes,yes,Request Price,2017,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.",25,"Catoosa, Oklahoma",Nautique.Super Air Nautique G23,
1915,yes,yes,Request Price,2015,Bowrider,Fiberglass,Charlotte Ski Boats,25,"MOORESVILLE, North Carolina",Mastercraft.X55,
1916,yes,yes,49999,2011,Bowrider,Fiberglass,Annapolis Boat Sales,25,"Chester, Maryland",Regal.2520 FasDeck,
1917,yes,yes,119900,2015,Bowrider,Fiberglass,Table Rock Boats,25,"Shell Knob, Missouri",Mastercraft.X55,
1918,yes,yes,Request Price,2017,Bowrider,Fiberglass,River Valley Power & Sport - Lake Minnetonka,26,"Wayzata, Minnesota",Yamaha.242 Limited S E-Series,
1919,yes,yes,44000,2016,Bowrider,Fiberglass,Adventure Yachts,26,"Fort Lauderdale, Florida",Southwind.2400 SD,
1920,yes,yes,39900,2006,Bowrider,Fiberglass,Grand Sport Center Inc.,25,"Morris, Illinois",Advantage Boats.25 Citation,
1921,yes,yes,Request Price,2017,Bowrider,Fiberglass,Ontario,26,"Ontario, California",Sea Ray.250 SLX,
1922,yes,yes,57000,2016,Bowrider,Fiberglass,Adventure Yachts,26,"Fort Lauderdale, Florida",Southwind.2400 SD,
1923,yes,yes,37500,2012,Bowrider,Fiberglass,The Advantaged Yacht Charters and Sales,26,"Miami, Florida",Southwind.2400 SD,
1924,yes,yes,Request Price,2017,Bowrider,Fiberglass,Dry Dock Boat Sales & Marine Center of Las Vegas,26,"Las Vegas, Nevada",Sea Ray.250 SLX,
1925,yes,yes,16900,1999,Bowrider,Fiberglass,Heartland Marine,25,"Sunrise Beach, Missouri",Chaparral.252 Sunesta,
1926,yes,yes,71999,2016,Bowrider,Fiberglass,River Valley Power & Sport - Red Wing,25,"Red Wing, Minnesota",Monterey.258SS,
1927,yes,yes,71999,2016,Bowrider,Fiberglass,River Valley Power & Sport - Lake Minnetonka,25,"Wayzata, Minnesota",Monterey.258SS,
1928,yes,yes,Request Price,2016,Bowrider,Fiberglass,Frontenac Harbor LLC,25,"Union Springs, New York",Monterey.258SS,
1929,yes,yes,39990,1997,Bowrider,Fiberglass,POP Yachts,25,"Boulder City, Nevada",Advantage Boats.Citation 25,
1930,yes,yes,71999,2016,Bowrider,Fiberglass,River Valley Power and Sports - Rochester,25,"Rochester, Minnesota",Monterey.258SS,
1931,yes,yes,69508,2016,Bowrider,Fiberglass,LMC Marine Center,25,"Houston, Texas",Monterey.258 SS,
1932,yes,yes,Request Price,2017,Bowrider,Fiberglass,Yankee Boating Center,25,"Lake George, New York",Monterey.Super Sport 258SS,
1933,yes,yes,Request Price,2017,Bowrider,Fiberglass,Anchor Marine,25,"Grand Island, New York",Monterey.258 SS,
1934,yes,yes,Request Price,2017,Bowrider,Fiberglass,Harbor View Marine,25,"PENSACOLA, Florida",Monterey.258 SS,
1935,yes,yes,Request Price,2016,Bowrider,Fiberglass,Monterey Boats,25,,Monterey.258 Super Sport,
1936,yes,yes,79999,2016,Bowrider,Fiberglass,Grand Pointe Marina,25,"Sterling Heights, Michigan",Monterey.258 SS,
1937,yes,yes,39900,2008,Bowrider,Fiberglass,Strong's Marine,25,"Mattituck, New York",Cobalt.232,
1938,yes,yes,18900,2005,Bowrider,Fiberglass,Boat-Max.com,25,"Pompano Beach, Florida",Mariah.SX25,
1939,yes,yes,23900,2006,Bowrider,Fiberglass,Heartland Marine,25,"Sunrise Beach, Missouri",Challenger Offshore.Z-252,
1940,yes,yes,39900,1997,Bowrider,Fiberglass,Dry Dock Boat Sales & Marine Center of Las Vegas,25,"Las Vegas, Nevada",Advantage Boats.25' Performance,
1941,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Harbor On Table Rock Lake,25,"Branson, Missouri",Cobalt.A28,
1942,yes,yes,42500,2009,Bowrider,Fiberglass,"Lowes Marine Sales, Inc.",25,"Marco Island, Florida",Azure.250,
1943,yes,yes,Request Price,2015,Bowrider,Fiberglass,Action Water Sports,25,"Hudsonville, Michigan",Cobalt.24SD,
1944,yes,yes,Request Price,2016,Bowrider,Fiberglass,Slalom Shop Boats & Yachts,25,"Lewisville, Texas",Cobalt.A25,
1945,yes,yes,64995,2016,Bowrider,Fiberglass,Tige Watersports,25,"Corona, California",Interceptor Custom Boats.25SX,
1946,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Harbor On Table Rock Lake,25,"Branson, Missouri",Cobalt.R3,
1947,yes,yes,Request Price,2016,Bowrider,Other,Marine World Inc.,25,"Wichita, Kansas",Malibu.25 LSV,
1948,yes,yes,55735,2007,Bowrider,Fiberglass,Gage Marine,25,"Williams Bay, Wisconsin",Cobalt.252,
1949,yes,yes,9995,1996,Bowrider,Fiberglass,Lucky Dog Yacht Sales,25,"Sarasota, Florida",Bayliner.Rendezvous,
1950,yes,yes,59999,2016,Bowrider,Fiberglass,Sea Ray of Louisville,25,"Louisville, Kentucky",Bayliner.XR7,
1951,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Harbor On Table Rock Lake,25,"Branson, Missouri",Cobalt.R5,
1952,yes,yes,Request Price,2016,Bowrider,Fiberglass,Smith Boys Of Chautauqua,25,"Ashville, New York",Bayliner.EL XR7,
1953,yes,yes,Request Price,2016,Bowrider,Aluminum,Harborside Yacht Sales,25,"Clinton, Connecticut",Bennington.2575QSB,
1954,yes,yes,69900,2014,Bowrider,Fiberglass,Tobler Marina,25,"Hayden, Idaho",Cobalt.R5,
1955,yes,yes,41700,2009,Bowrider,Other,POP Yachts,25,"Texas City, Texas",Bayliner.25,
1956,yes,yes,Request Price,2017,Bowrider,Fiberglass,Island Marine Center,25,"Ocean View, New Jersey",Cobalt.R5,
1957,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Harbor On Table Rock Lake,25,"Branson, Missouri",Cobalt.R7,
1958,yes,yes,44900,2011,Bowrider,Fiberglass,Futrell Marine,25,"Nashville, Arkansas",Chaparral.246 SSi,
1959,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Nichols Marine - Norman, OK",25,"Norman, Oklahoma",Chaparral.246 SSi,
1960,yes,yes,49995,2012,Bowrider,Fiberglass,Richardson's Boat Yard,25,"Standish, Maine",Chaparral.246 SSi,
1961,yes,yes,Request Price,2016,Bowrider,Fiberglass,Boat Rack Chaparral Boat Showroom,25,"Sherrills Ford, North Carolina",Chaparral.246 SSi,
1962,yes,yes,27500,2006,Bowrider,Fiberglass,Used Boat Super Center at Lake Martin,25,"Dadeville, Alabama",Chaparral.246 SSi,
1963,yes,yes,Request Price,2016,Bowrider,Fiberglass,Boat Rack Chaparral Boat Showroom,25,"Sherrills Ford, North Carolina",Chaparral.246 SSi,
1964,yes,yes,Request Price,2016,Bowrider,Fiberglass,Boat Rack Chaparral Boat Showroom,25,"Sherrills Ford, North Carolina",Chaparral.246 SSi,
1965,yes,yes,Request Price,2016,Bowrider,Fiberglass,Boat Rack Chaparral Boat Showroom,25,"Sherrills Ford, North Carolina",Chaparral.246 SSi,
1966,yes,yes,90342,2017,Bowrider,Fiberglass,Richardson's Boat Yard,25,"Standish, Maine",Chaparral.246 SSi,
1967,yes,yes,Request Price,2016,Bowrider,Fiberglass,Yachts to Sea,25,"Nashville, Illinois",Chaparral.246 SSi,
1968,yes,yes,Request Price,2016,Bowrider,Fiberglass,Clinton Marine,25,"Weldon, Illinois",Chaparral.246 SSi,
1969,yes,yes,Request Price,2017,Bowrider,Fiberglass,Atlanta Marine,25,"Flowery Branch, Georgia",Chaparral.246 SSi,
1970,yes,yes,Request Price,2017,Bowrider,Fiberglass,Yachts to Sea,25,"Nashville, Illinois",Chaparral.246 SSi,
1971,yes,yes,24000,2004,Bowrider,Fiberglass,POP Yachts,25,"Branson, Missouri",Caravelle Boats.Interceptor 232 Bow Rdr,
1972,yes,yes,9500,1988,Bowrider,Fiberglass,Bay Watch Marine LLC.,25,"Port Washington, New York",Stamas Center Console.Tarpon,
1973,yes,yes,73500,2015,Bowrider,Fiberglass,POP Yachts,25,"Murrells Inlet, South Carolina",Chaparral.Suncoast 250,
1974,yes,yes,69900,2016,Bowrider,Fiberglass,POP Yachts,25,"Avalon, New Jersey",Chaparral.250 Suncoast,
1975,yes,yes,76998,2016,Bowrider,Fiberglass,Amity Harbor Marine Inc,25,"Amityville, New York",Chaparral.250 Suncoast,
1976,yes,yes,80633,2016,Bowrider,Fiberglass,"Hoffmaster's Marina, Inc",25,"Woodbridge, Virginia",Chaparral.250 Suncoast,
1977,yes,yes,Request Price,2016,Bowrider,Fiberglass,Strickland Marine Center,25,"Anderson, South Carolina",Chaparral.250 Suncoast,
1978,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Nichols Marine - Norman, OK",25,"Norman, Oklahoma",Chaparral.250 Suncoast,
1979,yes,yes,36995,2005,Bowrider,Fiberglass,Lakecrest Marine Sales,25,"New Baltimore, Michigan",Chaparral.25 FT. BOWRIDER WHEAD,
1980,yes,yes,88096,2017,Bowrider,Fiberglass,"Twin City Marine, Inc.",25,"Central Falls, Rhode Island",Chaparral.250 Suncoast,
1981,yes,yes,Request Price,2017,Bowrider,Fiberglass,Amity Harbor Marine Inc,25,"Amityville, New York",Chaparral.250 Suncoast,
1982,yes,yes,34500,2004,Bowrider,Other,POP Yachts,25,"Porter, Texas",Chaparral.25,
1983,yes,yes,12900,1995,Bowrider,Fiberglass,Heartland Marine,25,"Sunrise Beach, Missouri",Chaparral.2500 Sx,
1984,yes,yes,80843,2016,Bowrider,Fiberglass,Richardson's Boat Yard,25,"Standish, Maine",Chaparral.250 Suncoast,
1985,yes,yes,Request Price,2016,Bowrider,Fiberglass,Indian Springs Marina,25,"Largo, Florida",Chaparral.250 Suncoast,
1986,yes,yes,Request Price,2015,Bowrider,Fiberglass,InterMarine,25,"Fort Lauderdale, Florida",Chaparral.250 Suncoast,
1987,yes,yes,81540,2016,Bowrider,Fiberglass,Erickson Marine,25,"Sarasota, Florida",Chaparral.250 Suncoast,
1988,yes,yes,Request Price,2015,Bowrider,Other,Tobler Marina,25,"Hayden, Idaho",Chaparral.250 Suncoast,
1989,yes,yes,12000,1995,Bowrider,Fiberglass,Bay View Yacht Sales,25,"Chesapeake City, Maryland",Chaparral.2500,
1990,yes,yes,36995,2005,Bowrider,Fiberglass,Lakecrest Marine Sales,25,"New Baltimore, Michigan",Chaparral.256 SSi Sportboat,
1991,yes,yes,36900,2005,Bowrider,Fiberglass,Yankee Boating Center,25,"West Haverstraw, New York",Chaparral.SSi 256,
1992,yes,yes,29900,2006,Bowrider,Fiberglass,Hawk's Yachts Annapolis Office,25,"Edgewater, Maryland",Chaparral.256 SSi,
1993,yes,yes,68500,2006,Bowrider,Fiberglass,POP Yachts,25,"Laketown, Utah",Chaparral.256 SSi,
1994,yes,yes,36900,2005,Bowrider,Fiberglass,MarineMax Cumming,25,"Cumming, Georgia",Chaparral.256 SSi,
1995,yes,yes,43000,2009,Bowrider,Fiberglass,East Shore Marine,25,"Oakdale, New York",Chaparral.256 SSi,
1996,yes,yes,36000,2005,Bowrider,Fiberglass,POP Yachts,25,"Mooresville, North Carolina",Chaparral.256 SSi,
1997,yes,yes,44900,2009,Bowrider,Fiberglass,Hawk's Yachts Annapolis Office,25,"Edgewater, Maryland",Chaparral.256 SSi,
1998,yes,yes,19500,1990,Bowrider,Fiberglass,POP Yachts,25,"Smithville, Missouri",Chaparral.2550SX WideTech,
1999,yes,yes,19995,2004,Bowrider,Fiberglass,"Class Sea Yachts, Inc.",25,"Cape Coral, Florida",Chaparral.254 Sunesta,
2000,yes,yes,32500,2006,Bowrider,Fiberglass,MarineMax Naples,25,"Naples, Florida",Chaparral.254 Sunesta,
2001,yes,yes,26900,2006,Bowrider,Fiberglass,National Powerboats,25,"Jacksonville, Florida",Chaparral.254 Sunesta,
2002,yes,yes,17900,2004,Bowrider,Fiberglass,"Bluewater Bay Yachts, Inc.",25,"NICEVILLE, Florida",Chaparral.Sunesta 252,
2003,yes,yes,29500,2001,Bowrider,Fiberglass,POP Yachts,25,"Phoenix, Arizona",Chaparral.SUNESTA 252DB,
2004,yes,yes,14500,1993,Bowrider,Fiberglass,Image Boats,25,"Las Vegas, Nevada",Chaparral.2500 SX w/trailer,
2005,yes,yes,38900,2005,Bowrider,Fiberglass,Great Southern Yacht Company,25,"Destin, Florida",Chaparral.256 SSi,
2006,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Dania Beach,25,"Cape Charles, Virginia",Chris-Craft.Launch 25,
2007,yes,yes,Request Price,2017,Bowrider,Fiberglass,Harborside Yacht Sales,25,"Clinton, Connecticut",Chris-Craft.Launch 25,
2008,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Grasonville,25,"Grasonville, Maryland",Chris-Craft.Launch 25,
2009,yes,yes,Request Price,2017,Bowrider,Fiberglass,Dave Bofill,25,"Southampton, New York",Chris-Craft.Launch 25,
2010,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Deerfield,25,"Deerfield Beach, Florida",Chris-Craft.Capri 25,
2011,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Deerfield,25,"Deerfield Beach, Florida",Chris-Craft.Capri 25,
2012,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Grasonville,25,"Grasonville, Maryland",Chris-Craft.Capri 25,
2013,yes,yes,65995,2014,Bowrider,Fiberglass,Amity Harbor Marine Inc,25,"Amityville, New York",Chaparral.257 SSX,
2014,yes,yes,88999,2013,Bowrider,Fiberglass,POP Yachts,25,"Worley, Idaho",Chaparral.257 SSX,
2015,yes,yes,79900,2013,Bowrider,Fiberglass,Ron Haege Yacht Sales,25,New York,Chaparral.257 SSX,
2016,yes,yes,45000,2005,Bowrider,Fiberglass,Naples Yacht Brokerage,25,"Naples, Florida",Chris-Craft.25 Launch 2005,
2017,yes,yes,Request Price,2016,Bowrider,Composite,"Captain's Choice Marine, Inc.",25,"LEESVILLE, South Carolina",Chaparral.257 SSX,
2018,yes,yes,Request Price,2017,Bowrider,Fiberglass,Grande Yachts International - Grasonville,25,"Grasonville, Maryland",Chris-Craft.Launch 25,
