index,used,power,price_US$,year,class,hull_material,seller,Length_ft,location,Make_Model
1208,yes,yes,33990,2007,Bowrider,Fiberglass,"Bridgeport Marine
   ",26,"Stillwater, MN",Tahoe 265
1209,yes,yes,139900,2015,Bowrider,Fiberglass,"East Coast Yacht Sales
   ",26,"Bourne, MA",VANQUISH 26 Dual Console
1210,yes,yes,84136,2016,Bowrider,Fiberglass,"Lighthouse Harbor Marina
   ",26,"LAKE WALLENPAUPACK, PA",Monterey M6
1211,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Glencove Marina
   ",26,"Lake Ozark, MT",Monterey M6
1212,yes,yes,65750,2012,Bowrider,Fiberglass,"Lighthouse Harbor Marina
   ",26,"LAKEWALLENPAUPACK, GREENTOWN, PA",Monterey M5 MSX Sport Boat
1213,yes,yes,61070,2016,Bowrider,Fiberglass,"Green Cove Marina
   ",26,"Brick, NJ",SouthWind 2600 SD
1214,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Annapolis Yacht Sales
   ",26,"Annapolis, MD",VANQUISH 26 Dual Console
1215,yes,yes,1,2016,Bowrider,Aluminum,"SBM Yacht Sales
   ",26,"Sarasota, FL",Marker One M25
1216,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tom George Yacht Group
   ",26,"Dunedin, FL",Cobalt 'R5'
1217,yes,yes,57900,2013,Bowrider,Fiberglass,"Hall Marine Group
   ",26,United States,Crownline 255 SS
1218,yes,yes,60792,2009,Bowrider,Fiberglass,"Marina Estrella S.L.
   ",26,Spain,Cobalt 242
1219,yes,yes,41670,2009,Bowrider,Fiberglass,"LZ Yachting Ltd
   ",26,"Burgas , Bulgaria",Cobalt 242
1220,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"North Florida Yacht Sales
   ",26,"Jacksonville, FL",Monterey M6
1221,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Village Marina & Yacht Club
   ",26,United States,COBALT BOATS R5WSS
1222,yes,yes,144584,2017,Bowrider,Fiberglass,"Gibbs Boat Sales Ltd
   ",26,"Dorset, United Kingdom",Cobalt R5 - 2017 Model
1223,yes,yes,1,2016,Bowrider,Fiberglass,"Strong's Marine
   ",26,"Southampton, NY",Cobalt R5 WSS Surf
1224,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Village Marina & Yacht Club
   ",26,United States,Cobalt R5 COBALT
1225,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales & Service
   ",26,"Louisville, KY",Crownline 255 SS
1226,yes,yes,137169,2016,Bowrider,Fiberglass,"Singleton Marine Yacht Sales at Holiday Marina
   ",26,"Buford, GA",Cobalt R5
1227,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Beacon Marine LLC
   ",26,"Sister Bay, WI",Cobalt R5
1228,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Sunrise Marine - Boat Sales, Service & Parts
   ",26,"Mary Esther, FL",Chaparral 257 SSX
1229,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"A & S Boats
   ",26,"South Windsor, CT",Chaparral 257 SSX
1230,yes,yes,76500,2013,Bowrider,Fiberglass,"C-Jam Yacht Sales
   ",26,"Somers Point, NJ",Chaparral 257 SSX
1231,yes,yes,95994,2015,Bowrider,Fiberglass,"Idealboat Sales
   ",26,"Pwllheli, Gwynedd, United Kingdom",Chaparral 257 SSX
1232,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Anchor Marine
   ",26,"Farmingdale, NJ",Chaparral 257 SSX
1233,yes,yes,26085,2015,Bowrider,Fiberglass,"Canary Islands Marine
   ",26,Spain,Four Winns Freedom 190
1234,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Pier 47 Marina
   ",26,"Wildwood, NJ",World Cat 255DC
1235,yes,yes,94000,2013,Bowrider,Fiberglass,"Smart Yachts
   ",26,France,Cobalt R5
1236,yes,yes,1,2017,Bowrider,Fiberglass,"Stone Harbor Yacht Sales
   ",26,"Stone Harbor, NJ",Crownline 255 SS
1237,yes,yes,68111,2011,Bowrider,Fiberglass,"Crate's Lake Country Boats
   ",26,"Incoming, ON",Cobalt A25
1238,yes,yes,25995,2001,Bowrider,Fiberglass,"Boulder Boats
   ",26,"Mesa , AZ",Chaparral 260 SSi
1239,yes,yes,,2017,Bowrider,Fiberglass,"Tilly's Marine
   ",26,"Ventura, CA",Chaparral 257 SSX
1240,yes,yes,1,2017,Bowrider,Fiberglass,"Waterfront Marine Yacht Sales-New Jersey
   ",26,"Edgewater, MD",Chaparral 257 SSX
1241,yes,yes,57000,2016,Bowrider,Fiberglass,"Adventure Yachts
   ",26,"Fort Lauderdale, FL",SouthWind 2400 SD
1242,yes,yes,81288,2015,Bowrider,Fiberglass,"Dredge Harbor Boat Center LLC.
   ",26,"Delran, NJ",Larson LXi 258 IO
1243,yes,yes,47000,2006,Bowrider,Fiberglass,"Southwind Marine LLC
   ",26,"Milwaukee, WI",Doral 245 Sunquest
1244,yes,yes,24995,2001,Bowrider,Fiberglass,"Magnum Marine
   ",26,"Hampstead, NC",Chaparral 260 SSi
1245,yes,yes,69995,2015,Bowrider,Composite,"Boulder Boats
   ",26,"Henderson, NV",Larson LXi 258
1246,yes,yes,24995,2001,Bowrider,Fiberglass,"Select Boat Brokerage, LLC
   ",26,"Morehead City, NC",Chaparral 260 SSi
1247,yes,yes,90840,2012,Bowrider,Fiberglass,"Vancouver Yacht Sales
   ",25,"Candle Lake, SK",Mastercraft X55
1248,yes,yes,57900,2011,Bowrider,Fiberglass,"Strong's Marine
   ",26,"MATTITUCK, NY",Cobalt A25
1249,yes,yes,24900,2002,Bowrider,Fiberglass,"Pier 53 Marine
   ",26,"OH, United States",Four Winns 264 Funship
1250,yes,yes,44000,2016,Bowrider,Fiberglass,"Adventure Yachts
   ",26,"Fort Lauderdale, FL",SouthWind 2400 SD
1251,yes,yes,98942,2013,Bowrider,Fiberglass,"Very Yachting
   ",25,"BANDOL, France",Mastercraft X-55
1252,yes,yes,28170,2006,Bowrider,Fiberglass,"Boatshed Essex
   ",25,"Essex, United Kingdom",Sea Ray 270 Sundeck
1253,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Jet Ski of Miami
   ",26,"Miami, FL",Yamaha Marine AR240
1254,yes,yes,19900,2011,Bowrider,Fiberglass,"SBM Yacht Sales
   ",26,"Sarasota, FL",SouthWind 2400 SD
1255,yes,yes,46975,2012,Bowrider,Fiberglass,"BJ Marine
   ",25,Malta,searay 240SSE
1256,yes,yes,37500,2012,Bowrider,Fiberglass,"The Advantaged Yacht Charters and Sales
   ",26,"Miami, FL",SouthWind 2400 SD
1257,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Jet Ski of Miami
   ",26,"Miami, FL",Yamaha Marine 242 Limited S E-Series
1258,yes,yes,129208,2015,Bowrider,Fiberglass,"Smart Yachting Ibiza
   ",25,"Ibiza, Spain",Chaparral SSX 257
1259,yes,yes,42500,2009,Bowrider,Fiberglass,"Lowe's Boat & Yacht Brokerage
   ",25,"Marco Island, FL",Azure AZ 250 OB
1260,yes,yes,55000,2007,Bowrider,Fiberglass,"Beacon Point Marine
   ",25,"Cos Cob, CT",Cobalt 252
1261,yes,yes,49950,2008,Bowrider,Fiberglass,"Performance Boat Center
   ",25,"Osage Beach, MO",Advantage 25 Citation Bowrider
1262,yes,yes,17141,1992,Bowrider,Fiberglass,"Network Yacht Brokers
   ",25,"Pwllheli, Gwynedd, United Kingdom",Formula 252 Bowrider
1263,yes,yes,39900,2008,Bowrider,Fiberglass,"Strong's Marine
   ",25,"Mattituck, NY",Cobalt 232
1264,yes,yes,24900,2008,Bowrider,Fiberglass,"McCall Marine Sales - Licensed Yacht Broker
   ",25,"Englewood, FL",Mariah SX25
1265,yes,yes,26941,2008,Bowrider,Fiberglass,"Stirlings Marine
   ",25,"Glasgow, United Kingdom",Mariah SC25
1266,yes,yes,49999,2011,Bowrider,Fiberglass,"ANNAPOLIS BOAT SALES
   ",25,"Chester, MD",Regal 2520 FasDeck
1267,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",25,"Catoosa, OK",Nautique Super Air Nautique G23
1268,yes,yes,199500,2016,Bowrider,Fiberglass,"Asia Yachting
   ",25,"Hong Kong , Hong Kong",Nautique Super Air Nautique G23
1269,yes,yes,9995,1996,Bowrider,Fiberglass,"Lucky Dog Yacht Sales
   ",25,"Sarasota, FL",Bayliner RENDEZVOUS
1270,yes,yes,12000,1995,Bowrider,Fiberglass,"Bay View Yacht Sales
   ",25,"Chesapeake City, MD",Chaparral 2500
1271,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"InterMarine
   ",25,"Fort Lauderdale, FL",Chaparral 250 Suncoast
1272,yes,yes,76998,2016,Bowrider,Fiberglass,"Amity Harbor Marine Inc
   ",25,"Amityville, NY",Chaparral 250 Suncoast
1273,yes,yes,,2017,Bowrider,Fiberglass,"Amity Harbor Marine Inc
   ",25,"Amityville, NY",Chaparral 250 Suncoast
1274,yes,yes,88096,2017,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",25,"Central Falls, RI",Chaparral 250 Suncoast
1275,yes,yes,Call for Price,2016,Bowrider,Aluminum,"Harborside Marina
   ",25,"Clinton, CT",Bennington 2575QSB
1276,yes,yes,76083,2016,Bowrider,Fiberglass,"Bates Wharf
   ",25,"Coming soon, United Kingdom",Beneteau Flyer 7.7 SUNdeck
1277,yes,yes,59999,2016,Bowrider,Fiberglass,"Sea Ray of Cincinnati
   ",25,"Louisville, KY",Bayliner XR7
1278,yes,yes,14500,1993,Bowrider,Fiberglass,"Image Boats
   ",25,"Las Vegas, NV",Chaparral 2500 SX w/trailer
1279,yes,yes,23500,2003,Bowrider,Aluminum,"Boat America
   ",25,"St. Petersburg, FL",Bennington 25 XL Tri Toon
1280,yes,yes,29900,2006,Bowrider,Fiberglass,"Hawk's Yachts
   ",25,"Edgewater, MD",Chaparral 256 SSi
1281,yes,yes,48900,2010,Bowrider,Fiberglass,"JT Yacht Sales
   ",25,"Little River, SC",Chaparral 256 SSX
1282,yes,yes,36900,2005,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Cumming, GA",Chaparral 256 SSi
1283,yes,yes,38900,2005,Bowrider,Fiberglass,"Great Southern Yacht Company
   ",25,"Destin, FL",Chaparral 256 SSi
1284,yes,yes,43000,2009,Bowrider,Fiberglass,"East Shore Marine
   ",25,"Oakdale, NY",Chaparral 256 SSi
1285,yes,yes,19995,2004,Bowrider,Fiberglass,"Class Sea Yachts, Inc.
   ",25,"Cape Coral, FL",Chaparral 254 SUNESTA
1286,yes,yes,44900,2009,Bowrider,Fiberglass,"Hawk's Yachts
   ",25,"Edgewater, MD",Chaparral 256 SSi
1287,yes,yes,26900,2006,Bowrider,Fiberglass,"National Powerboats
   ",25,"Jacksonville, FL",Chaparral 254 SUNESTA
1288,yes,yes,79900,2013,Bowrider,Fiberglass,"Ron Haege Yacht Sales
   ",25,"NY, United States",Chaparral 257 SSX
1289,yes,yes,155587,2016,Bowrider,Fiberglass,"CenterPointe Yacht Sales
   ",25,"PEWAUKEE, WI",Chris Craft Launch 25
1290,yes,yes,39900,2006,Bowrider,Fiberglass,"Quality Boats
   ",25,"Clearwater, FL",Chris Craft 25 LAUNCH
1291,yes,yes,47000,2007,Bowrider,Fiberglass,"McMichael Yacht Brokers LTD.
   ",25,"Mamaroneck, NY",Chris Craft 25 LAUNCH
1292,yes,yes,32500,2006,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Naples, FL",Chaparral 254 SUNESTA
1293,yes,yes,17900,2004,Bowrider,Fiberglass,"Bluewater Bay Yachts, Inc.
   ",25,"NICEVILLE, FL",Chaparral Sunesta 252
1294,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"InterMarine
   ",25,"Fort Lauderdale, FL",Chaparral 257 SSX SE
1295,yes,yes,42900,2005,Bowrider,Fiberglass,"All Captains Yacht Sales
   ",25,"St Peterburg, FL",Chris Craft 25 CORSAIR
1296,yes,yes,65995,2014,Bowrider,Fiberglass,"Amity Harbor Marine Inc
   ",25,"Amityville, NY",Chaparral 257 SSX
1297,yes,yes,158600,2016,Bowrider,Composite,"CenterPointe Yacht Sales
   ",25,"Holland, MI",Chris Craft 25 LAUNCH
1298,yes,yes,55000,2008,Bowrider,Fiberglass,"Schrader Yacht Sales
   ",25,"Point Pleasant, NJ",Chris Craft Launch 25
1299,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Deerfield Beach, FL",Chris-Craft Capri 25
1300,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Grasonville, MD",Chris-Craft Capri 25
1301,yes,yes,116000,2015,Bowrider,Fiberglass,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ",25,"St Petersburg, FL",Chris Craft1 Launch 25
1302,yes,yes,71913,2015,Bowrider,Fiberglass,"North South Nautical Group
   ",25,"Rideau Lakes, ON",Chaparral 257 SSX
1303,yes,yes,56900,2006,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Naples, FL",Chris-Craft 25 Launch
1304,yes,yes,45000,2005,Bowrider,Fiberglass,"Naples Yacht Brokerage
   ",25,"Naples, FL",Chris-Craft 25 Launch 2005
1305,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ",25,"Kenosha, WI",Chris Craft Launch 25
1306,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Deerfield Beach, FL",Chris-Craft Capri 25
1307,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Dania Beach, FL",Chris-Craft Launch 25
1308,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Cape Charles, VA",Chris-Craft Launch 25
1309,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Deerfield Beach, FL",Chris-Craft Launch 25
1310,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Deerfield Beach, FL",Chris-Craft 25 Launch
1311,yes,yes,59900,2005,Bowrider,Fiberglass,"White Lake Moorings
   ",25,"Whitehall, MI",Chris-Craft 25 Launch
1312,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Grasonville, MD",Chris-Craft Launch 25
1313,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Harborside Marina
   ",25,"Clinton, CT",Chris-Craft Launch 25
1314,yes,yes,37950,2003,Bowrider,Fiberglass,"Manatee Pocket Yacht Sales
   ",25,"Stuart, FL",Chris Craft Launch 25
1315,yes,yes,34500,2001,Bowrider,Fiberglass,"Dozier Marine
   ",25,"Deltaville, VA",Chris-Craft Launch
1316,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Legendary Marine
   ",25,"Destin, FL",Chris-Craft Launch 25
1317,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Grasonville, MD",Chris-Craft Launch 25
1318,yes,yes,39900,2008,Bowrider,Fiberglass,"East Coast Marine Brokers, Inc.
   ",25,"Lanoka Harbor, NJ",Cobalt 252 BR
1319,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Bayport Yachts
   ",25,"CA, United States",Chris-Craft Launch 25
1320,yes,yes,14900,1999,Bowrider,Fiberglass,"Port Milford
   ",25,"Milford, CT",Cobalt 252
1321,yes,yes,45344,2007,Bowrider,Fiberglass,"Selective Yacht Sales
   ",25,"Rockport, ON",Cobalt 252
1322,yes,yes,24995,1997,Bowrider,Fiberglass,"Village Marina & Yacht Club
   ",25,United States,Cobalt 252
1323,yes,yes,64950,2008,Bowrider,Fiberglass,"Tampa Yacht Sales, INC
   ",25,"Longboat Key, FL",Chris-Craft Corsair 25
1324,yes,yes,24500,1999,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"Counce, TN",Cobalt 252
1325,yes,yes,48900,2006,Bowrider,Fiberglass,"Seattle Boat Company
   ",25,"Bellevue, WA",Cobalt 250
1326,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Dave Bofill Marine, Inc
   ",25,"Southampton, NY",Chris-Craft Launch 25
1327,yes,yes,89500,2013,Bowrider,Fiberglass,"Grande Yachts International
   ",25,"Jupiter, FL",Chris-Craft Launch 25
1328,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"SBM Yacht Sales
   ",25,"Sarasota, FL",Cobalt R5
1329,yes,yes,119990,2015,Bowrider,Fiberglass,"Singleton Marine Yacht Sales at Holiday Marina
   ",25,"Buford, GA",Cobalt A25
1330,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"Counce, TN",Cobalt R5 Bowrider
1331,yes,yes,1,2016,Bowrider,Fiberglass,"Barrier Island Marine
   ",25,"Beaufort , SC",Chris-Craft Launch 25
1332,yes,yes,89500,2015,Bowrider,Fiberglass,"Tom George Yacht Group
   ",25,"Dunedin, FL",Cobalt R5
1333,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"COUNCE, TN",Cobalt R5 WSS
1334,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Ed Huck Marine Limited
   ",25,"Rockport, ON",Cobalt R5 WSS
1335,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"Counce, TN",Cobalt A25 Bowrider
1336,yes,yes,89900,2016,Bowrider,Fiberglass,"Island Marine Center
   ",25,"Ocean View, NJ",Cobalt R5
1337,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"GILBERTSVILLE, KY",Cobalt A25
1338,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"Gilbertsville, KY",Cobalt R5 WSS
1339,yes,yes,28500,2007,Bowrider,Fiberglass,"Aable Marine
   ",25,"East Moriches, NY",Crownline Sea Ray   Four Winns Bow Rider 252 EX
1340,yes,yes,89985,2015,Bowrider,Fiberglass,"Shipyard Marine, Inc
   ",25,"WI, United States",Crownline 255 SS
1341,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Island Marine Center
   ",25,"Ocean View, NJ",COBALT BOATS R5
1342,yes,yes,81375,2013,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Danvers, MA",Cobalt A25
1343,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"GILBERTSVILLE, KY",Cobalt R5 WSS Surf
1344,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"COUNCE, TN",Cobalt R5 WSS Surf
1345,yes,yes,119900,2016,Bowrider,Fiberglass,"National Powerboats
   ",25,"Denver, CO",Cobalt R5 WSS Surf
1346,yes,yes,55900,2013,Bowrider,Fiberglass,"Shady Harbor Marina LLC
   ",25,"NEW BALTIMORE, United States",Cruisers Sport Series 258
1347,yes,yes,4654,1970,Bowrider,Fiberglass,"Boatshed Torquay
   ",25,"South Devon, United Kingdom",Fishing Boat 25
1348,yes,yes,49900,1994,Bowrider,Fiberglass,"Bluewater Yacht Sales
   ",25,"VA, United States",Formula F-252 Bowrider
1349,yes,yes,17900,2004,Bowrider,Fiberglass,"Seaport Yacht Sales
   ",25,"Toms River, NJ",Four Winns 250 Horizon Bowrider
1350,yes,yes,148725,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",25,"COUNCE, TN",Cobalt R5 WSS
1351,yes,yes,27900,1996,Bowrider,Fiberglass,"Dick Boger Yacht Sales
   ",25,"Orange Park, FL",Eliminator 250 Eagle XP
1352,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Iguana Boat Sales
   ",25,"Osage Beach, MO",Cruisers Sport Series 258 Bow Rider
1353,yes,yes,54900,2013,Bowrider,Fiberglass,"Spring Brook Marina
   ",25,"IL, United States",Cruisers Sport Series 258 Bow Rider
1354,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",25,"Fenton, MI",Four Winns TS242
1355,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",25,"Fenton, MI",Four Winns TS242
1356,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Executive Yacht
   ",25,"ON, Canada",EVERGLADES BOATS 230DC
1357,yes,yes,36750,2009,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Panama City, FL",Four Winns F274
1358,yes,yes,24900,2007,Bowrider,Fiberglass,"Key Harbor Yacht Sales
   ",25,"Waretown, NJ",Larson 254 ESCAPE
1359,yes,yes,22900,2005,Bowrider,Fiberglass,"McCall Marine Sales - Licensed Yacht Broker
   ",25,"Placida, FL",Glastron GX 255
1360,yes,yes,Call for Price,2015,Bowrider,Aluminum,"Yarmouth Boat Yard, Inc.
   ",25,"Naples, ME",Hurricane SS 188 OB
1361,yes,yes,29970,2007,Bowrider,Fiberglass,"Emerald Coast Marine
   ",25,"FL, United States",Hurricane 257 SUNDECK
1362,yes,yes,37500,2012,Bowrider,Aluminum,"MarineMax Inc.
   ",25,"Lake Ozark, MO",Harris Pontoons Solstice 250
1363,yes,yes,47900,2011,Bowrider,Aluminum,"MarineMax Inc.
   ",25,"Lake Ozark, MO",Harris Pontoons 250 GRAND MARINER
1364,yes,yes,29843,2007,Bowrider,Fiberglass,"Monaco Boat Service
   ",25,"st raphael, France",Glastron GXL 255
1365,yes,yes,15900,2004,Bowrider,Fiberglass,"Midwest Yacht Sales, Inc.
   ",25,"Mpls., St. Paul, MN",Glastron GX 255BR
1366,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"South Shore Marine
   ",25,"Huron, OH",Grady-White 255 FREEDOM
1367,yes,yes,151518,2017,Bowrider,Fiberglass,"Port Harbor Marine
   ",25,"South Portland, ME",Grady-White 255 FREEDOM
1368,yes,yes,14250,1996,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",25,"Catoosa, OK",Mariah 252 Shabah
1369,yes,yes,39900,2005,Bowrider,Fiberglass,"Platinum Marine
   ",25,"AUSTIN, TX",Malibu Sunscape 25 LSV
1370,yes,yes,1,2016,Bowrider,Aluminum,"Waterfront Marine Yacht Sales-New Jersey
   ",25,"Edgewater, MD",Manitou Legacy 25 SHP
1371,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Tilly's Marine
   ",25,"Ventura, CA",Malibu Wakesetter 25 LSV
1372,yes,yes,29843,2005,Bowrider,Fiberglass,"Boats & Barcos Mediterr��neos SL
   ",25,Spain,Mariah DX251
1373,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Tilly's Marine
   ",25,"Ventura, CA",Malibu Wakesetter 25 LSV
1374,yes,yes,1,2016,Bowrider,Aluminum,"Waterfront Marine Yacht Sales-New Jersey
   ",25,"Somers Point, NJ",Manitou Oasis 25 VP
1375,yes,yes,34900,2008,Bowrider,Fiberglass,"Hideaway Yacht Sales
   ",25,"Harrison Township, MI",Monterey 254 FS
1376,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Boulder Boats
   ",25,"Henderson, NV",Malibu Wakesetter 25 LSV
1377,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Boulder Boats
   ",25,"Mesa, AZ",Malibu Wakesetter 25 LSV
1378,yes,yes,109995,2016,Bowrider,Fiberglass,"Boulder Boats
   ",25,"Henderson, NV",Malibu Wakesetter 25 LSV
1379,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",25,"Catoosa, OK",Nautique G25
1380,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Glencove Marina
   ",25,"Lake Ozark, MO",Monterey 258SS
1381,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Pier 53 Marine
   ",25,"Port Clinton, OH",Monterey 258SS
1382,yes,yes,37000,2008,Bowrider,Fiberglass,"Sunseeker Nautikos Group
   ",25,"Acapulco, Mexico",Monterey Monterey 243EX
1383,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",25,"Catoosa, OK",Monterey 258 SS
1384,yes,yes,81332,2016,Bowrider,Fiberglass,"Lighthouse Harbor Marina
   ",25,"LAKE WALLENPAUPACK, PA",Monterey 258 SS
1385,yes,yes,42850,2008,Bowrider,Fiberglass,"Shipyard Marine, Inc
   ",25,"WI, United States",Monterey 254FS
1386,yes,yes,144900,2015,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",25,"Catoosa, OK",Nautique Super Air Nautique G25
1387,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"C-Jam Yacht Sales
   ",25,"Somers Point, NJ",Monterey 258 Super Sport
1388,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"North Florida Yacht Sales
   ",25,"Jacksonville, FL",Monterey 258 SS
1389,yes,yes,109007,2016,Bowrider,Fiberglass,"Boats & Barcos Mediterr��neos SL
   ",25,Spain,Scarab 255 HO
1390,yes,yes,39900,2008,Bowrider,Fiberglass,"Sundance Marine USA
   ",25,"Jensen Beach, FL",Regal 2520 FasDeck
1391,yes,yes,9000,1978,Bowrider,Fiberglass,"Cahoon Yacht Brokerage
   ",25,"Cotuit, MA",Robalo Center Console
1392,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Sundance Marine USA
   ",25,"Fort Lauderdale, FL",Regal 2500 Bowrider
1393,yes,yes,49500,2012,Bowrider,Fiberglass,"LEADER YACHT SALES
   ",25,"Ponce Inlet, FL",Regal 2500 Bowrider
1394,yes,yes,67377,2016,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Rogers, MN",Scarab 255 HO
1395,yes,yes,45995,2011,Bowrider,Fiberglass,"AM PM MARINE
   ",25,"Pasadena, MD",Regal 2300 Bowrider
1396,yes,yes,60000,2015,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Orlando, FL",Scarab 255 HO
1397,yes,yes,95069,2016,Bowrider,Fiberglass,"Boats & Barcos Mediterr��neos SL
   ",25,Spain,Scarab 255 HO
1398,yes,yes,57206,2017,Bowrider,Fiberglass,"Sea Ray of Cincinnati
   ",25,"Louisville, KY",Scarab 255SE
1399,yes,yes,54900,2010,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Norwalk, CT",Sea Ray 250 Select
1400,yes,yes,64900,2013,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Brick, NJ",Sea Ray 250 Select
1401,yes,yes,57500,2011,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Naples, FL",Sea Ray 250 Select
1402,yes,yes,46500,2006,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Seabrook, TX",Sea Ray 250 Select
1403,yes,yes,68595,2013,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Norwalk, CT",Sea Ray 250 Select
1404,yes,yes,73255,2012,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Cumming, GA",Sea Ray 250 Select
1405,yes,yes,34900,2006,Bowrider,Fiberglass,"MarineMax Inc.
   ",25,"Somers Point, NJ",Sea Ray 250 Amberjack
